"pid","sale_price","sale_date","sale_price_2009","sale_date_2009","total_2024","total_2023"
652,112000,2000-05-24,NA,NA,272160,169680
653,370000,2021-12-30,NA,NA,338520,203490
654,189000,2004-09-09,NA,NA,153930,98350
655,113000,2009-03-13,113000,2009-03-13,201600,114940
656,84000,1998-08-03,NA,NA,178010,104790
657,412000,2025-07-11,NA,NA,277550,177170
658,128000,1992-01-06,NA,NA,285880,174930
659,120500,1994-12-13,NA,NA,341040,211050
660,267000,2018-09-25,NA,NA,317590,197540
661,139900,2001-03-01,NA,NA,289660,177450
662,138000,2019-09-12,NA,NA,150990,96670
663,70000,1997-06-13,NA,NA,145670,95410
664,132000,2016-12-29,NA,NA,336000,208320
665,0,1997-01-08,NA,NA,122496,99960
666,190000,2010-11-10,NA,NA,341670,214270
667,0,1995-07-17,NA,NA,339150,212870
668,58000,1998-02-02,NA,NA,145950,85680
669,173000,2020-11-05,65000,2009-07-02,167370,107660
670,106500,1998-10-15,NA,NA,244650,148330
671,138000,2021-02-24,146500,2009-10-28,157010,101640
672,101000,2013-12-23,NA,NA,157850,94570
673,120000,2000-01-11,NA,NA,238910,146020
674,239000,2021-05-05,NA,NA,203490,129990
675,156900,2017-11-02,134900,2009-08-11,177450,105490
676,302000,2021-10-27,NA,NA,218120,126840
677,173000,2015-09-22,NA,NA,237230,141820
678,214900,2022-09-23,NA,NA,173110,109760
679,215000,2004-02-03,NA,NA,271600,168700
680,120000,2012-04-27,NA,NA,182560,120050
681,324900,2021-12-02,NA,NA,309890,184310
682,255000,2021-08-10,NA,NA,242900,149800
683,129000,2000-08-11,NA,NA,247380,148400
684,89000,1997-06-20,NA,NA,329070,205030
685,290000,2006-08-17,NA,NA,208880,131530
686,137500,2021-10-07,NA,NA,212380,132370
687,240500,2016-04-21,NA,NA,346920,209930
688,18100,2019-05-01,NA,NA,194040,109340
689,160000,2011-03-07,NA,NA,235130,139160
690,160000,2014-05-13,NA,NA,182490,114380
691,245999,2024-02-05,NA,NA,160510,102690
692,0,1987-01-08,NA,NA,188930,124110
693,0,2013-11-12,NA,NA,240240,145950
694,317000,2006-06-12,NA,NA,273350,171500
695,0,2006-06-27,NA,NA,188020,121170
696,140000,2013-05-17,NA,NA,206430,130550
697,122500,2016-01-08,NA,NA,195860,128800
698,119000,1999-08-13,NA,NA,274120,158340
699,0,1986-12-18,NA,NA,188720,119630
700,236000,2006-09-25,NA,NA,214900,130970
701,255000,2017-10-04,NA,NA,242550,140140
702,63500,2017-09-11,NA,NA,238350,132860
703,191000,2010-07-01,NA,NA,246260,147210
704,285000,2021-05-26,NA,NA,246400,146020
705,158000,2019-10-04,NA,NA,167300,104090
706,90000,1996-06-18,NA,NA,182770,111790
707,131000,2003-08-27,NA,NA,204400,129990
708,155000,2021-01-05,NA,NA,244160,142100
709,245000,2005-02-14,NA,NA,238770,141470
710,92000,1999-05-24,NA,NA,186690,115920
711,171200,2012-06-11,NA,NA,221480,135940
712,110000,2009-09-24,110000,2009-09-24,227150,135940
713,259350,2024-09-25,NA,NA,266630,135940
714,112000,2002-02-22,NA,NA,235410,140560
715,335000,2025-07-02,NA,NA,168000,115500
716,89000,1991-06-12,NA,NA,173880,109410
717,150000,2013-02-22,NA,NA,239820,147490
718,320000,2025-07-21,NA,NA,153930,97300
719,275000,2022-09-22,NA,NA,171430,107380
720,242500,2021-12-10,NA,NA,207620,143080
721,198000,2005-04-13,NA,NA,169960,105140
722,103000,2002-08-20,NA,NA,206290,120050
723,89900,1999-02-26,NA,NA,168000,105490
724,285000,2023-08-08,110000,2009-04-20,206850,126980
725,180000,2020-06-03,NA,NA,186060,118300
726,68000,1994-11-28,NA,NA,155820,99960
727,75000,1996-10-18,NA,NA,169680,108360
728,60000,2015-12-31,NA,NA,181580,114450
729,186500,2004-07-30,NA,NA,225750,146440
730,155000,2004-06-10,NA,NA,160930,103530
731,0,2022-01-11,NA,NA,168420,110670
732,212500,2021-05-03,NA,NA,241920,147700
733,0,1988-08-12,NA,NA,162120,105980
734,64900,2014-06-18,NA,NA,161980,102060
735,64000,1996-06-24,NA,NA,213220,140280
736,160000,2021-06-22,NA,NA,182910,104230
737,241000,2020-10-01,NA,NA,188440,130900
738,208000,2022-05-13,NA,NA,185780,119700
739,209000,2021-12-20,NA,NA,192710,133630
740,124900,2002-12-03,NA,NA,181090,120190
741,157000,2021-04-29,NA,NA,158620,100170
742,0,2013-05-22,NA,NA,173250,107870
743,70300,1998-11-19,NA,NA,183120,111580
744,105000,2009-10-01,105000,2009-10-01,170730,109550
745,152700,2010-06-01,NA,NA,169190,107100
746,169900,2003-10-31,NA,NA,248360,151130
747,150000,2019-03-01,NA,NA,254590,144200
748,0,1989-06-22,NA,NA,180600,114660
749,76000,2011-12-13,NA,NA,159250,101780
750,360000,2022-10-04,NA,NA,247380,161350
751,270000,2025-05-20,NA,NA,193060,120540
752,0,1994-05-19,NA,NA,202790,135030
753,0,1999-11-15,NA,NA,220710,122500
754,0,1989-02-08,NA,NA,188580,120820
755,67500,1995-08-31,NA,NA,183890,116760
756,112000,2011-11-23,NA,NA,155680,103460
757,123000,2021-06-01,NA,NA,161210,101360
758,240000,2023-06-05,NA,NA,169820,107310
759,190000,2022-08-10,NA,NA,169470,111370
760,65000,1994-10-14,NA,NA,142660,90090
761,2e+05,2025-04-10,NA,NA,124250,79520
762,474900,2025-06-12,NA,NA,268170,123760
763,95000,2019-07-23,NA,NA,142520,88060
764,59820,1992-10-01,NA,NA,202650,136010
765,59820,1992-10-01,NA,NA,4060,2590
766,133000,2003-03-18,NA,NA,214410,133840
767,220000,2005-10-28,NA,NA,202860,123200
768,114000,2014-03-07,NA,NA,153650,98910
769,119000,2001-09-13,NA,NA,180390,113750
770,295000,2022-09-30,NA,NA,182350,116760
771,0,1988-06-15,NA,NA,178080,115710
772,78000,1999-10-26,NA,NA,174300,112490
773,177000,2010-08-31,NA,NA,179620,115290
774,205000,2021-09-13,NA,NA,152740,97650
775,276000,2025-02-13,NA,NA,161700,107100
776,0,2015-06-26,NA,NA,179060,112630
777,47900,2016-12-19,NA,NA,193130,131460
778,255000,2007-02-02,NA,NA,202580,120750
779,105123,2017-09-26,NA,NA,185290,107240
780,141000,2009-09-11,141000,2009-09-11,181230,94500
781,45800,2020-03-31,NA,NA,173740,108570
782,298000,2024-05-16,NA,NA,196070,114100
783,237000,2024-03-08,100800,2009-07-14,179270,115220
784,0,2012-11-28,NA,NA,183680,110320
785,220000,2021-05-06,NA,NA,377930,225470
786,230000,2023-08-07,NA,NA,201040,119910
787,122000,1994-02-15,NA,NA,217910,130340
788,106000,1990-07-31,NA,NA,178710,112420
789,250000,2021-12-01,119900,2009-06-18,210280,124880
790,250000,2021-12-01,119900,2009-06-18,41930,26740
791,169000,2010-12-09,NA,NA,202650,130970
792,350000,2023-02-23,NA,NA,258090,153440
793,0,1979-09-07,NA,NA,161280,106120
794,198000,2020-06-24,NA,NA,215110,135450
795,50000,2012-05-09,NA,NA,207550,135940
796,0,1967-02-16,NA,NA,63910,30520
797,380000,2022-04-25,NA,NA,342510,202720
798,1e+05,2021-02-19,NA,NA,114380,63840
800,0,2021-01-28,NA,NA,260890,87850
801,312090,2021-06-09,NA,NA,241780,146020
802,308000,2024-01-08,NA,NA,239680,129990
804,380000,2024-05-08,NA,NA,239540,136780
805,230000,2020-12-31,NA,NA,326620,198310
806,590000,2002-03-12,NA,NA,13720,9310
807,32500,1998-11-20,NA,NA,169890,103040
808,59950,2016-04-07,NA,NA,243810,146090
809,266000,2023-10-02,NA,NA,204820,121450
810,235000,2022-06-03,NA,NA,190470,125720
811,185000,2021-01-07,112900,2009-05-26,195020,116550
812,149000,2005-12-21,NA,NA,125930,86800
813,115540,2017-11-20,NA,NA,179410,108640
814,0,1983-10-13,NA,NA,192500,123620
815,1e+05,2012-10-26,NA,NA,248010,147000
816,0,1976-10-21,NA,NA,174720,111090
817,137000,1989-10-30,NA,NA,242760,143710
818,112500,2018-06-20,NA,NA,184800,113680
819,195000,2003-10-21,NA,NA,254170,150430
820,380000,2023-12-08,NA,NA,271250,153230
821,79000,2001-03-08,NA,NA,249270,149800
822,64000,1999-09-01,NA,NA,147700,88480
823,180000,2021-09-16,NA,NA,150220,96810
824,0,1992-04-16,NA,NA,164150,89390
825,330000,2022-02-16,NA,NA,247170,154420
826,2e+05,2022-09-20,NA,NA,137830,93100
827,0,1995-10-23,NA,NA,136010,171570
828,20000,1998-05-19,NA,NA,174860,109340
829,335000,2024-02-02,NA,NA,221900,119280
830,89500,2019-05-17,NA,NA,150990,69580
831,196000,2007-04-10,NA,NA,178710,99260
832,6500000,2021-03-24,NA,NA,97230,0
833,6500000,2021-03-24,NA,NA,54740,0
834,6500000,2021-03-24,NA,NA,51310,0
835,6500000,2021-03-24,NA,NA,54600,0
836,6500000,2021-03-24,NA,NA,63770,0
837,6500000,2021-03-24,NA,NA,43610,0
838,6500000,2021-03-24,45000,2009-04-02,73290,0
839,6500000,2021-03-24,NA,NA,72870,0
840,6500000,2021-03-24,NA,NA,97230,0
841,6500000,2021-03-24,NA,NA,97230,0
842,6500000,2021-03-24,45000,2009-04-02,82530,0
843,6500000,2021-03-24,NA,NA,73430,0
844,6500000,2021-03-24,NA,NA,73430,0
845,6500000,2021-03-24,NA,NA,69580,0
846,6500000,2021-03-24,NA,NA,72870,0
847,6500000,2021-03-24,NA,NA,72310,0
848,6500000,2021-03-24,NA,NA,55300,0
849,6500000,2021-03-24,NA,NA,70210,0
850,6500000,2021-03-24,NA,NA,73430,0
851,6500000,2021-03-24,NA,NA,56560,0
852,6500000,2021-03-24,NA,NA,43960,0
853,6500000,2021-03-24,NA,NA,97230,0
854,6500000,2021-03-24,NA,NA,72870,0
855,6500000,2021-03-24,NA,NA,77420,0
856,30000,2011-12-01,NA,NA,180670,107520
857,0,2018-04-05,NA,NA,209440,131180
858,127000,2011-08-24,NA,NA,213220,141050
859,120000,2020-06-01,NA,NA,169470,109760
860,108150,2004-05-25,NA,NA,156030,93170
861,180000,2006-04-27,NA,NA,3920,2800
862,2e+05,2017-12-27,NA,NA,260260,154140
863,90000,1994-10-04,NA,NA,194040,119630
864,155000,2003-03-24,NA,NA,304920,185920
865,180000,2006-04-27,NA,NA,226310,146650
866,40000,2019-01-07,NA,NA,177170,75250
867,145000,2022-01-19,NA,NA,142100,65590
868,269000,2024-10-28,NA,NA,172130,66710
869,50000,2011-08-10,118534,2009-12-08,196630,106890
870,0,1976-10-07,NA,NA,179760,95200
871,121300,2018-07-03,NA,NA,188090,104790
872,46700,2015-08-17,NA,NA,159670,83650
873,272500,2021-12-03,138000,2009-07-01,221340,92610
874,150000,2005-01-10,NA,NA,225610,104720
875,325000,2021-10-25,NA,NA,261170,124320
876,145000,2021-06-08,NA,NA,177660,74760
877,142500,2004-07-30,NA,NA,183750,94640
878,110000,1999-05-10,NA,NA,211820,126840
879,1,2002-12-03,NA,NA,160020,80710
880,145000,2005-10-17,NA,NA,138810,66080
881,287500,2023-08-29,NA,NA,202790,105140
882,287500,2023-08-29,NA,NA,217630,120680
883,130000,2023-08-29,NA,NA,137270,70980
884,115000,2025-06-23,NA,NA,126840,59710
885,135000,2018-10-15,NA,NA,134890,64190
886,81620,2015-12-21,NA,NA,161000,77560
887,1e+05,2018-03-12,NA,NA,186760,86380
888,162000,2007-12-21,NA,NA,255290,154560
889,0,2021-12-27,NA,NA,129360,50400
890,175000,2008-11-18,NA,NA,201600,106190
891,254900,2025-01-21,NA,NA,174090,66430
892,54000,2015-04-30,NA,NA,196770,101920
893,43720,2016-08-30,NA,NA,122500,58240
894,160000,2022-09-13,NA,NA,159460,74620
895,14000,2000-01-14,NA,NA,149380,72170
896,165000,2018-11-27,NA,NA,191100,81480
897,1e+05,2002-06-20,NA,NA,156800,77210
898,260000,2024-03-14,NA,NA,182210,60340
900,144000,2018-10-16,NA,NA,159320,100240
901,75000,2014-08-27,NA,NA,157010,82670
902,0,2007-10-15,NA,NA,177940,110810
903,113000,2019-02-19,NA,NA,169120,84280
904,79900,1998-06-25,NA,NA,181650,120400
905,375000,2021-11-25,NA,NA,7910,2380
906,235000,2024-05-29,NA,NA,164010,95830
907,0,2000-09-11,NA,NA,254100,143360
908,85000,1998-11-24,NA,NA,163310,81760
909,0,2013-06-06,NA,NA,158690,87640
910,1,2018-03-06,NA,NA,136150,64610
911,142000,2022-01-24,NA,NA,197470,100660
912,216000,2021-05-26,NA,NA,169330,64540
913,4e+05,2024-08-12,NA,NA,234780,116060
914,120000,2020-03-30,NA,NA,162610,82040
915,141500,2004-10-29,NA,NA,194390,81200
916,220000,2025-04-22,NA,NA,136710,64120
917,40000,1993-07-01,NA,NA,248430,138530
918,193000,2010-06-29,NA,NA,213220,110110
919,57000,1994-03-30,NA,NA,149590,75390
920,270000,2025-02-03,NA,NA,278740,147980
921,98000,2010-06-21,NA,NA,166880,83510
922,98000,2010-06-21,NA,NA,16380,10290
923,40000,2011-05-11,NA,NA,150290,60200
924,40000,2014-11-07,NA,NA,131530,62580
925,90000,2011-03-29,NA,NA,139510,69580
926,140000,2007-11-20,NA,NA,173670,93520
927,110000,2000-09-14,NA,NA,205030,84630
928,60000,2012-02-22,NA,NA,185360,89810
929,282500,2021-11-26,NA,NA,329070,181370
930,0,2008-05-05,NA,NA,217070,129990
931,143000,2017-05-25,NA,NA,147070,68460
932,136000,2004-12-10,NA,NA,154910,88340
933,175000,2019-06-12,NA,NA,203350,103880
934,55000,2007-09-20,NA,NA,64610,10290
935,0,2021-12-27,NA,NA,223580,108640
936,6e+05,2021-02-09,NA,NA,216090,126490
937,0,2020-09-23,NA,NA,260330,144130
938,210000,2017-03-23,NA,NA,385980,204330
940,0,1977-05-24,NA,NA,161070,102340
941,315000,2025-03-19,NA,NA,61040,12950
945,98025,2001-12-21,NA,NA,160090,84210
946,70000,1995-06-01,NA,NA,185710,95060
947,99000,2001-10-17,NA,NA,162400,64680
948,207000,2022-01-24,NA,NA,187740,101360
949,0,1981-05-27,NA,NA,199290,102410
950,180000,2022-12-07,NA,NA,198030,95200
951,225000,2007-01-31,NA,NA,218190,129360
952,0,2018-02-06,NA,NA,197960,102340
953,59400,2012-12-04,NA,NA,177940,93240
954,0,1991-04-10,NA,NA,180460,90930
955,0,1993-11-08,NA,NA,194320,94010
956,46000,1995-12-06,NA,NA,208460,121590
957,0,2022-04-19,NA,NA,227360,118090
958,0,1989-04-06,NA,NA,157080,130200
959,20000,2025-02-28,NA,NA,17360,10500
960,80000,2003-03-17,NA,NA,173460,96460
961,119000,2019-01-10,NA,NA,137130,78330
962,60501,2016-06-15,NA,NA,134330,63420
963,60000,2018-03-29,NA,NA,129570,73080
964,73000,2000-08-07,NA,NA,253120,153160
965,20000,2024-07-08,NA,NA,29680,8750
966,0,1995-07-05,NA,NA,30310,24990
967,2170,2011-02-14,NA,NA,7770,3990
968,0,2025-06-30,NA,NA,125160,58660
969,98000,2021-12-14,NA,NA,119210,57610
970,105000,2012-01-27,NA,NA,3290,700
971,160000,2008-09-18,NA,NA,3290,700
972,4720,2006-08-14,NA,NA,20090,10500
973,96320,2017-05-19,NA,NA,18130,8610
974,106500,2017-03-17,NA,NA,161700,92050
975,0,1994-06-21,NA,NA,3220,700
976,240000,2005-02-03,NA,NA,3220,700
977,60000,2011-02-01,NA,NA,3220,700
978,175000,2021-08-18,NA,NA,3220,700
979,240000,2023-08-10,55500,2009-04-13,840,630
982,0,1976-07-08,NA,NA,5250,2170
983,230000,2005-07-25,NA,NA,332850,178430
984,115000,2018-04-03,NA,NA,136290,82110
985,125000,2015-04-06,NA,NA,176120,92330
986,297500,2021-11-15,NA,NA,214760,123690
987,96500,1988-02-08,NA,NA,201040,130060
988,206000,2003-08-05,NA,NA,238630,118090
989,0,1996-05-23,NA,NA,242690,131530
990,0,2003-01-30,NA,NA,228900,163660
991,69523,2010-02-01,NA,NA,254310,128380
992,50400,1999-09-10,NA,NA,197470,99610
993,95000,1999-12-03,NA,NA,213150,101570
994,60000,2014-11-07,NA,NA,143710,67060
995,130000,2013-07-22,NA,NA,31570,15610
996,125000,2013-03-08,NA,NA,222250,132160
997,90332,1999-02-11,NA,NA,189420,113400
998,0,1987-11-30,NA,NA,138320,76790
999,128500,2012-10-03,NA,NA,160790,95200
1000,105003,2003-10-14,NA,NA,158410,88480
1001,180000,1990-03-01,NA,NA,217420,167860
1002,425000,2023-07-27,NA,NA,360080,214550
1003,236000,2004-08-30,NA,NA,265860,147000
1004,1,2013-08-16,NA,NA,238280,146860
1005,70000,2016-10-03,NA,NA,183890,97790
1006,0,2005-01-05,NA,NA,165900,95480
1007,0,2017-12-27,NA,NA,158620,86450
1008,73000,2010-03-04,NA,NA,157290,89740
1009,130000,2021-03-10,NA,NA,157150,89740
1010,71200,2011-06-08,NA,NA,187040,105070
1011,125000,2019-02-14,NA,NA,146440,80570
1012,20100,1994-07-15,NA,NA,197400,111230
1013,58000,2017-05-25,NA,NA,153230,86800
1014,155000,2019-08-15,NA,NA,173040,100030
1015,0,1989-05-25,NA,NA,203140,118230
1016,0,1989-05-25,NA,NA,188300,117740
1017,200500,2016-03-30,NA,NA,286440,155890
1018,225000,2017-03-29,NA,NA,254800,165410
1019,69900,2001-01-16,NA,NA,133630,75670
1020,192000,2020-04-13,NA,NA,185850,129010
1021,0,2005-09-06,NA,NA,169120,107520
1022,67500,2020-02-13,NA,NA,88690,46690
1023,17000,1994-12-19,NA,NA,59220,31220
1024,70000,2010-08-06,NA,NA,57190,30310
1025,0,1988-12-07,NA,NA,57470,30310
1026,54000,2016-01-29,NA,NA,59010,31080
1027,80000,2022-03-21,NA,NA,59220,31220
1028,90000,2007-01-16,NA,NA,59010,31080
1029,125000,2013-09-23,NA,NA,154980,86520
1030,1,2017-06-05,NA,NA,165760,96740
1031,45000,2013-10-28,NA,NA,130760,65450
1032,0,1977-08-18,NA,NA,168840,88970
1033,170000,2012-03-28,NA,NA,214480,122990
1034,0,1989-06-30,NA,NA,204960,117670
1035,80000,2013-12-17,NA,NA,169050,91280
1036,84800,2017-09-29,NA,NA,117880,66290
1037,27500,1998-08-25,NA,NA,116690,68880
1038,150000,2005-06-29,NA,NA,147070,74060
1039,95000,2018-05-04,NA,NA,150290,76720
1040,0,1977-06-29,NA,NA,154000,77420
1041,135000,2016-04-18,NA,NA,303940,164710
1042,125000,2005-11-10,NA,NA,81620,56980
1043,36800,2016-12-01,NA,NA,81620,56980
1044,0,1987-07-29,NA,NA,81620,56980
1045,145000,2007-09-17,NA,NA,81620,56980
1046,113500,2005-07-20,NA,NA,81620,56980
1047,64900,2012-05-21,NA,NA,81620,56980
1048,69000,2005-02-24,NA,NA,119280,62370
1049,65000,2005-01-31,NA,NA,127120,64120
1050,209900,2022-02-07,NA,NA,151760,94010
1051,6e+05,2021-02-09,NA,NA,207620,126560
1052,15000,2013-10-25,NA,NA,34510,28560
1053,65100,2017-02-17,NA,NA,153650,92750
1054,235000,2008-06-20,NA,NA,216160,148190
1055,52000,2012-04-17,NA,NA,194670,118370
1056,80000,1996-09-24,NA,NA,275100,142590
1057,98000,2012-04-17,NA,NA,139300,96810
1058,27000,2009-06-19,27000,2009-06-19,34930,13090
1059,0,1987-03-04,NA,NA,194530,110320
1060,195000,2024-01-11,NA,NA,186410,106820
1061,181000,2022-05-06,NA,NA,165620,100030
1062,140000,2006-08-02,NA,NA,127470,69860
1063,1,1998-08-18,NA,NA,168350,92610
1066,57000,1999-08-02,NA,NA,211680,129920
1067,265000,2022-09-14,NA,NA,247170,137690
1068,312500,2023-10-02,NA,NA,199220,107800
1069,102000,2013-12-16,NA,NA,241220,133560
1070,85000,2016-05-04,60000,2009-01-08,171080,94430
1071,88000,2011-05-06,50000,2009-07-31,166670,99120
1072,144000,2014-12-23,NA,NA,199570,115080
1073,325000,2023-06-20,NA,NA,251090,134050
1074,112300,2002-06-24,NA,NA,191170,96950
1075,209900,2007-12-26,NA,NA,146860,116270
1076,139500,2016-11-03,NA,NA,198450,112210
1077,43000,2025-02-19,NA,NA,20510,6020
1078,247000,2023-05-26,NA,NA,178150,101920
1079,161000,2004-06-03,NA,NA,187180,114520
1080,40000,1999-12-02,NA,NA,168910,109620
1081,77500,2016-06-13,NA,NA,128940,74970
1082,39500,2012-09-27,NA,NA,189210,96950
1083,250000,2019-10-21,NA,NA,242130,158130
1084,214752,2023-04-28,NA,NA,258440,122850
1085,230000,2020-01-27,NA,NA,224560,162260
1086,198000,2005-04-04,NA,NA,208810,118510
1087,188000,2006-03-29,NA,NA,205170,120610
1088,101900,2015-04-01,NA,NA,202300,122780
1089,125000,2002-08-28,NA,NA,197470,112140
1090,239900,2008-04-03,NA,NA,211330,137620
1091,0,2010-03-10,NA,NA,109480,59570
1092,174990,2018-05-24,40000,2009-04-14,213360,116690
1093,80000,2020-11-19,NA,NA,224420,130900
1094,150000,2007-06-18,NA,NA,122920,67130
1095,39000,1995-09-27,NA,NA,119560,65380
1096,155000,2005-11-16,NA,NA,132720,75740
1097,45000,2010-08-12,NA,NA,115500,66780
1098,192000,2018-12-26,NA,NA,206500,108990
1099,290000,2018-09-11,NA,NA,153300,83510
1100,0,2022-09-01,NA,NA,152670,68530
1101,42500,2010-06-18,NA,NA,162540,76790
1102,190000,2021-10-01,NA,NA,131040,71120
1103,230000,2024-09-13,NA,NA,137060,57260
1104,52000,2013-05-14,NA,NA,226800,129150
1105,152000,2007-02-08,NA,NA,183330,106050
1106,85000,1992-05-11,NA,NA,144200,101360
1107,0,2025-04-28,NA,NA,167090,103320
1108,340000,2023-03-15,NA,NA,315350,175560
1109,255750,2022-04-14,156000,2009-01-05,200270,108360
1110,0,1987-10-02,NA,NA,48720,26040
1111,254000,2006-03-28,NA,NA,325990,196140
1112,1e+05,2003-11-12,NA,NA,200830,112630
1113,1e+05,1993-11-15,NA,NA,174300,105280
1114,1,2002-02-06,NA,NA,171640,91490
1115,0,2021-07-08,NA,NA,230300,134820
1116,175000,2007-09-06,NA,NA,144130,81340
1117,214000,2023-05-15,NA,NA,153160,94570
1118,75000,2014-12-17,NA,NA,135240,68040
1119,123300,2007-12-07,NA,NA,150500,92750
1120,265000,2022-01-19,NA,NA,194600,109270
1121,259000,2021-10-25,NA,NA,179410,97510
1122,305000,2025-04-22,NA,NA,173950,123620
1123,290000,2018-09-11,NA,NA,171150,101150
1124,0,2016-09-03,NA,NA,168280,87010
1125,65000,1998-01-30,NA,NA,203000,108570
1126,215000,2020-11-17,NA,NA,175070,149660
1127,0,2002-09-24,NA,NA,147630,88690
1128,0,2014-04-28,NA,NA,125930,71610
1129,58750,2014-11-04,NA,NA,147490,36120
1130,139000,2006-03-20,NA,NA,146650,96180
1131,102000,1992-12-31,NA,NA,193830,108990
1132,235000,2022-03-07,NA,NA,198660,107310
1133,85000,2011-11-25,NA,NA,335860,189140
1134,251000,2023-06-30,NA,NA,148330,65660
1135,227000,2020-11-17,NA,NA,236670,140280
1136,399000,2024-06-05,NA,NA,324800,162890
1137,0,2011-10-19,NA,NA,188650,104720
1138,90000,2011-10-17,NA,NA,123410,63770
1139,85000,2002-07-22,NA,NA,126630,65590
1140,85000,2020-01-17,20000,2009-10-23,120610,77980
1141,31500,2012-04-18,NA,NA,175070,107100
1142,0,1980-05-01,NA,NA,206570,122290
1143,265000,2024-01-17,NA,NA,198870,112210
1144,205000,2004-01-06,NA,NA,284340,150710
1145,240000,2005-03-16,NA,NA,281960,169890
1146,120000,2020-12-30,NA,NA,140000,72660
1147,1e+05,1991-01-22,NA,NA,138040,78120
1148,58000,2012-05-03,NA,NA,27370,12110
1149,45000,2011-08-26,NA,NA,31220,13790
1150,133579,2004-09-30,NA,NA,138390,95340
1151,95000,2012-11-09,NA,NA,129080,75040
1152,1e+05,2012-08-16,NA,NA,238980,130270
1153,155000,2018-09-10,NA,NA,224070,126210
1154,83000,2016-11-14,NA,NA,225190,126910
1155,410000,2025-03-11,NA,NA,202020,113400
1156,65000,1999-06-30,NA,NA,164570,93100
1157,0,2020-07-29,NA,NA,258790,155330
1158,137000,2021-04-15,NA,NA,161140,92050
1159,70000,1993-12-06,NA,NA,156660,89040
1160,0,1986-06-30,NA,NA,157780,87570
1161,82500,1996-07-26,NA,NA,230790,130550
1162,1e+05,2012-12-04,NA,NA,27370,12110
1163,232000,2018-07-03,NA,NA,288120,68250
1164,1,2016-02-09,NA,NA,126490,65870
1165,0,1996-07-03,NA,NA,135940,74900
1166,263700,2024-09-03,NA,NA,152810,70000
1167,16500,1994-08-12,NA,NA,135730,63000
1168,425000,2025-07-11,NA,NA,171220,97020
1169,135000,2012-08-16,NA,NA,27370,12110
1170,450000,1998-09-11,NA,NA,34510,16450
1171,260000,2019-08-12,NA,NA,349230,201670
1172,165000,2013-01-30,NA,NA,256130,153020
1173,30000,2009-02-20,30000,2009-02-20,173460,102060
1174,340000,2023-04-11,NA,NA,267610,130620
1175,180000,2019-05-03,NA,NA,247100,147140
1176,57450,1999-09-17,NA,NA,111510,61740
1177,57450,1999-09-17,NA,NA,31640,13930
1178,150000,2012-12-03,NA,NA,240030,129220
1179,31000,2012-12-13,NA,NA,28560,12600
1180,61000,2014-02-03,NA,NA,127260,77910
1181,210000,2019-10-09,NA,NA,244020,139860
1182,125000,2019-07-16,NA,NA,230230,119420
1183,220000,2006-07-12,NA,NA,200060,104160
1184,0,2015-12-01,NA,NA,36120,13300
1185,125000,2008-11-18,NA,NA,326130,160510
