"pid","sale_price","sale_date","total_2024","total_2023","building_2024","building_2023","extra_2024","extra_2023","outb_2024","outb_2023","land_2024","land_2023"
1,0,1985-11-12,201810,156380,122220,75740,1540,1050,0,0,78050,79590
2,150000,2000-03-29,591710,449470,433440,356720,3990,3080,0,0,154280,89670
3,781398,2009-08-28,513870,349580,357350,257390,2660,1820,5600,4200,148260,86170
4,863000,2020-05-04,687750,504560,488460,369600,7280,4900,50120,47600,141890,82460
5,269000,2009-06-30,45080,6650,29610,0,490,0,0,0,14980,6650
6,2095000,2024-08-05,1267000,604380,900200,489370,129220,5810,25200,10500,212380,98700
7,303050,2019-05-13,317800,213710,248850,171780,2100,1470,9380,7070,57470,33390
9,202400,1997-06-30,281330,181580,208810,130690,2660,1820,0,0,69860,49070
10,450000,2020-05-01,417060,312900,327390,249480,2730,1960,7350,5530,79590,55930
11,123700,1998-10-02,217840,153020,157920,110810,2590,1960,0,0,57330,40250
13,650000,2025-04-01,285320,195090,220710,149730,2660,1820,0,0,61950,43540
14,366500,2018-08-16,325220,191170,265230,149100,2660,1820,0,0,57330,40250
15,273000,1997-08-28,343840,248850,281400,204960,5110,3640,0,0,57330,40250
16,290000,2008-01-04,5600,3920,0,0,0,0,0,0,5600,3920
17,0,1947-03-21,5180,3640,0,0,0,0,0,0,5180,3640
18,0,2023-06-30,6720,5250,0,0,0,0,980,1260,5740,3990
19,0,2024-09-12,180530,108080,138600,78960,0,0,2520,1260,39410,27860
20,3e+05,2025-07-03,241500,150430,202090,116690,0,0,0,5880,39410,27860
21,48000,2018-10-15,221410,168350,172270,131600,0,0,11970,8890,37170,27860
22,115000,2014-11-13,148330,91000,108920,63140,0,0,0,0,39410,27860
23,285000,2022-05-31,296730,177450,252630,143150,0,3080,0,0,44100,31220
24,290000,2025-02-25,190260,113190,143570,79870,0,0,7280,5460,39410,27860
25,0,2003-12-31,197610,119000,158130,90790,0,0,700,770,38780,27440
26,60000,1996-10-18,177800,119070,134050,88130,0,0,0,0,43750,30940
27,35000,1998-10-15,81410,24710,81410,24710,0,0,0,0,0,0
28,31000,1998-11-24,66990,18200,66990,18200,0,0,0,0,0,0
29,87000,2023-03-20,66010,17920,66010,17920,0,0,0,0,0,0
30,1,2002-05-02,66010,17920,66010,17920,0,0,0,0,0,0
31,32000,2003-05-30,65240,17710,65240,17710,0,0,0,0,0,0
32,1e+05,2024-02-21,66010,16520,66010,16520,0,0,0,0,0,0
33,40500,2004-06-16,66990,18200,66990,18200,0,0,0,0,0,0
34,34000,2013-04-29,81410,24710,81410,24710,0,0,0,0,0,0
35,0,1989-04-12,81410,24710,81410,24710,0,0,0,0,0,0
36,78000,2021-06-28,81410,41160,81410,41160,0,0,0,0,0,0
37,110000,2024-02-01,71540,30310,71540,30310,0,0,0,0,0,0
38,80000,2005-10-13,66990,30310,66990,30310,0,0,0,0,0,0
39,65000,2008-09-10,66010,29890,66010,29890,0,0,0,0,0,0
40,96000,2023-03-31,65240,29540,65240,29540,0,0,0,0,0,0
41,70000,2008-01-18,66010,29890,66010,29890,0,0,0,0,0,0
42,46000,2019-12-30,66990,30310,66990,30310,0,0,0,0,0,0
43,64000,2017-12-08,81410,41160,81410,41160,0,0,0,0,0,0
44,124500,2025-06-16,81410,41160,81410,41160,0,0,0,0,0,0
45,1e+05,2023-12-26,66990,30310,66990,30310,0,0,0,0,0,0
46,20000,2002-07-12,66990,30310,66990,30310,0,0,0,0,0,0
47,45000,1993-12-28,86030,43470,86030,43470,0,0,0,0,0,0
48,0,1984-05-29,66990,30310,66990,30310,0,0,0,0,0,0
49,75000,2025-03-24,66990,30310,66990,30310,0,0,0,0,0,0
50,0,2016-06-08,66990,30310,66990,30310,0,0,0,0,0,0
51,105000,2023-04-06,81410,41160,81410,41160,0,0,0,0,0,0
52,62000,2019-10-08,81410,41160,81410,41160,0,0,0,0,0,0
53,1e+05,2024-03-06,66990,30310,66990,30310,0,0,0,0,0,0
54,83500,2021-12-15,66990,30310,66990,30310,0,0,0,0,0,0
55,0,1995-12-13,66010,29890,66010,29890,0,0,0,0,0,0
56,87000,2022-02-28,85470,43190,85470,43190,0,0,0,0,0,0
57,80000,2021-08-20,66990,30310,66990,30310,0,0,0,0,0,0
58,41000,2018-02-28,66990,30310,66990,30310,0,0,0,0,0,0
59,58000,2013-08-26,81410,41160,81410,41160,0,0,0,0,0,0
60,56000,2017-05-04,81410,41160,81410,41160,0,0,0,0,0,0
61,1e+05,2023-12-26,66990,30310,66990,30310,0,0,0,0,0,0
62,65000,2021-10-26,66010,29890,66010,29890,0,0,0,0,0,0
63,25500,2016-07-01,86030,43470,86030,43470,0,0,0,0,0,0
64,75190,2005-08-18,66990,30310,66990,30310,0,0,0,0,0,0
65,37800,2013-04-16,66010,29890,66010,29890,0,0,0,0,0,0
66,86000,2023-03-03,66990,30310,66990,30310,0,0,0,0,0,0
67,0,2022-05-16,81410,41160,81410,41160,0,0,0,0,0,0
68,70000,2014-06-24,81410,41160,81410,41160,0,0,0,0,0,0
69,1e+05,2023-12-14,66990,30310,66990,30310,0,0,0,0,0,0
70,16000,2000-12-18,66990,30310,66990,30310,0,0,0,0,0,0
71,1e+05,2023-12-26,66010,29890,66010,29890,0,0,0,0,0,0
72,64000,2018-08-02,85470,43190,85470,43190,0,0,0,0,0,0
73,27780,1997-09-19,66990,30310,66990,30310,0,0,0,0,0,0
74,40000,2017-08-30,66990,30310,66990,30310,0,0,0,0,0,0
75,94500,2007-05-09,81410,41160,81410,41160,0,0,0,0,0,0
76,30000,2001-07-11,80220,40530,80220,40530,0,0,0,0,0,0
77,73000,2009-06-01,66990,30310,66990,30310,0,0,0,0,0,0
78,78500,2023-03-03,66990,30310,66990,30310,0,0,0,0,0,0
79,51504,2014-03-28,87290,44100,87290,44100,0,0,0,0,0,0
80,128000,2025-08-12,66990,30310,66990,30310,0,0,0,0,0,0
81,91500,2007-06-25,66990,30310,66990,30310,0,0,0,0,0,0
82,79900,2005-11-07,66990,30310,66990,30310,0,0,0,0,0,0
83,79500,2009-12-01,81410,41160,81410,41160,0,0,0,0,0,0
84,215000,2020-11-25,212310,140140,172480,111930,0,0,0,0,39830,28210
85,225000,2021-03-03,237090,144060,190050,109970,0,0,0,770,47040,33320
86,4000,2011-02-25,3430,2450,0,0,0,0,0,0,3430,2450
87,195000,2010-06-11,154280,89530,116620,62720,0,0,3500,2660,34160,24150
88,225000,2024-04-29,163940,112350,117460,79310,0,0,3360,2520,43120,30520
89,240000,2022-01-03,198100,120120,152670,90230,3220,0,0,0,42210,29890
90,1e+05,2016-08-10,227850,136010,188020,107800,0,0,0,0,39830,28210
91,181000,2005-03-10,198170,122850,159740,95620,0,0,0,0,38430,27230
92,85000,1996-12-12,286440,171850,245980,143500,0,0,630,140,39830,28210
93,265000,2007-06-01,215460,125160,175910,98420,0,0,1820,0,37730,26740
94,0,1900-01-01,2995510,2957430,1050630,962220,2870,2170,282030,224000,1659980,1769040
96,130000,2017-05-22,195580,129010,150710,97300,0,0,0,0,44870,31710
97,252000,2005-04-14,306040,177660,239330,139300,17710,3640,840,630,48160,34090
98,83000,1998-02-23,184170,119350,139020,87710,0,0,3990,2520,41160,29120
99,113200,2001-01-30,178570,107590,125160,69510,0,0,5250,3990,48160,34090
100,127000,2009-12-04,146160,96040,101640,63140,0,0,2590,3220,41930,29680
101,160000,2008-01-10,190680,119420,141750,84420,0,0,8610,6440,40320,28560
102,143000,2023-03-09,169750,113120,118440,76300,0,0,10990,8260,40320,28560
103,160000,2017-07-07,199500,121940,143290,81760,0,0,9310,7000,46900,33180
104,272000,2021-12-27,180040,121870,140490,93870,0,0,0,0,39550,28000
105,108000,2003-10-29,152810,100660,110110,70210,0,0,3290,2590,39410,27860
106,0,2005-03-01,200200,125580,150990,91000,2660,1820,8120,5530,38430,27230
107,35000,2003-03-03,344540,214060,305130,186200,0,0,0,0,39410,27860
108,150000,2017-10-02,147140,94080,109200,67270,0,0,0,0,37940,26810
109,0,2011-06-13,157570,96180,116200,66290,0,0,4270,3640,37100,26250
110,155000,2004-08-16,155050,92890,119560,67760,0,0,0,0,35490,25130
111,145000,2019-11-19,142730,91210,106400,65520,0,0,0,0,36330,25690
112,195000,2023-03-13,293510,176890,247660,144480,0,0,0,0,45850,32410
113,330000,2025-08-05,198590,125370,151480,91840,0,0,1820,1470,45290,32060
114,74000,2001-02-01,223930,140420,184380,112420,0,0,0,0,39550,28000
115,0,2005-01-19,139440,75740,103950,50610,0,0,0,0,35490,25130
116,225000,2022-11-03,179830,107240,136080,76300,0,0,0,0,43750,30940
117,0,2015-10-20,204190,131180,141890,87430,0,0,14140,9660,48160,34090
118,0,2015-10-20,218050,130060,169890,95970,0,0,0,0,48160,34090
119,1,2002-10-15,184240,112210,133070,75740,0,0,7420,5530,43750,30940
120,235000,2024-03-13,206220,140560,168280,113750,0,0,0,0,37940,26810
121,119900,2010-02-26,239680,143500,196490,114450,0,0,6090,2800,37100,26250
122,260000,2022-11-03,232400,141190,183610,106400,0,0,5040,3850,43750,30940
123,90000,2001-08-03,262430,169120,213290,131950,0,0,4340,5460,44800,31710
124,289000,2023-12-18,193480,78120,149730,47180,0,0,0,0,43750,30940
125,239900,2005-07-08,229390,140980,174650,101710,0,0,8890,6860,45850,32410
126,475000,2023-08-15,360360,202580,310730,167230,0,0,5880,4410,43750,30940
127,185000,2004-09-22,262780,167440,212380,131530,0,0,5600,4200,44800,31710
128,150000,2018-09-05,169960,115570,119210,79380,2660,2030,4340,3220,43750,30940
129,106000,1998-07-01,266070,166110,211050,127470,0,0,9730,6580,45290,32060
130,150000,2004-11-03,179270,106750,140560,79310,0,0,0,0,38710,27440
131,280000,2021-01-29,318920,190680,280980,163870,0,0,0,0,37940,26810
132,30000,1994-03-03,206150,126630,170660,99470,0,2030,0,0,35490,25130
133,0,2022-06-08,54250,39760,0,0,0,0,12950,8820,41300,30940
135,195000,2020-06-08,243530,153720,188580,112770,2730,1820,9450,7070,42770,32060
136,197700,2020-01-14,217560,143990,171010,108430,0,0,5250,4620,41300,30940
137,275000,2024-01-12,182560,121100,141260,90160,0,0,0,0,41300,30940
138,148000,2015-02-25,204050,129150,143710,84980,0,0,11970,7910,48370,36260
139,0,2019-12-26,314370,191240,236600,132930,2940,2240,27230,20440,47600,35630
140,90000,2017-07-11,227220,136990,188300,109410,0,0,0,0,38920,27580
141,61000,1998-02-03,33390,23590,0,0,0,0,0,0,33390,23590
142,61000,1998-02-03,180530,97090,141750,70350,0,0,1050,0,37730,26740
143,88000,1999-05-24,250530,144970,189420,102760,0,0,11690,7210,49420,35000
144,205000,2008-03-17,223510,141610,175000,106890,0,0,7700,5880,40810,28840
145,172600,2005-11-07,186550,112910,136500,80220,2590,1820,6650,2030,40810,28840
146,85000,1999-12-27,161280,96810,112490,61880,0,0,6580,5040,42210,29890
147,170000,2021-02-10,161490,94640,115920,62930,0,0,2940,1540,42630,30170
148,469900,2025-02-28,345520,208670,293860,172200,2800,1960,560,350,48300,34160
149,192500,2017-01-03,301980,189350,253680,154910,4200,3220,0,0,44100,31220
150,49160,2008-09-22,334810,205590,281050,167090,0,0,9660,7280,44100,31220
151,0,2000-04-12,153440,97860,106540,65520,0,0,3150,1400,43750,30940
152,185000,2010-02-26,203700,145250,154490,110110,0,0,8050,6020,41160,29120
153,162500,2004-12-13,215600,125370,167160,90860,0,0,5180,3920,43260,30590
154,159900,2018-11-08,185570,109760,139370,79170,0,0,2940,0,43260,30590
155,373000,2025-03-05,222740,144900,173950,110180,0,0,5530,4130,43260,30590
156,420000,2022-08-09,316890,207480,254240,161420,3570,2870,10640,8890,48440,34300
157,255500,2021-10-28,229460,143080,187530,113400,0,0,0,0,41930,29680
158,165000,1991-08-28,267400,163240,213570,126420,2380,1890,9520,5250,41930,29680
159,199900,2005-11-15,186900,108010,141610,75670,0,0,2030,1750,43260,30590
160,40000,2015-12-21,135730,90720,94570,61600,0,0,0,0,41160,29120
161,330000,2025-08-11,207340,130550,153020,91910,0,0,4480,3360,49840,35280
162,85900,1996-10-11,252000,174650,202440,139580,0,0,0,0,49560,35070
163,110000,2001-03-21,227850,137760,185150,107520,0,0,0,0,42700,30240
164,162500,2008-06-24,157430,93660,117880,65660,0,0,0,0,39550,28000
165,0,1986-08-19,190540,135520,137130,97580,2380,1820,630,490,50400,35630
166,75000,1993-08-31,196840,132020,153580,101080,0,0,0,350,43260,30590
167,0,1987-06-08,186970,125440,141890,93520,0,0,1820,1330,43260,30590
168,90000,2015-06-30,158620,104580,115360,73990,0,0,0,0,43260,30590
169,220500,2025-08-07,160930,114170,112980,80150,2380,1820,2310,1610,43260,30590
170,0,2004-05-21,193550,130340,139930,92540,0,0,4060,2730,49560,35070
171,0,2002-08-05,189980,127470,144550,95200,0,0,2730,2030,42700,30240
172,90500,1998-10-15,199780,134470,148330,97720,0,0,7700,5810,43750,30940
173,85000,1995-10-30,192220,125300,146090,92610,0,0,1820,1330,44310,31360
174,0,1941-12-30,3290,2310,0,0,0,0,0,0,3290,2310
175,145000,2010-01-07,190610,122500,141820,87780,0,0,5040,3780,43750,30940
176,93900,1997-07-10,180460,117390,130550,81970,0,0,2030,1540,47880,33880
177,187000,2018-08-23,189840,123270,136920,85610,0,0,5040,3780,47880,33880
178,225000,2009-05-15,196070,125440,143850,88340,0,0,4340,3220,47880,33880
179,191000,2010-06-15,199150,123760,145880,85820,0,0,5390,4060,47880,33880
180,2e+05,2022-02-04,168840,112140,120960,78120,0,0,4130,3080,43750,30940
181,0,2006-08-03,215460,139300,169050,106540,2660,1820,0,0,43750,30940
182,77660,1999-08-20,158830,112490,112700,78540,0,0,2380,3010,43750,30940
183,170000,2020-09-30,207270,128030,162470,96320,0,0,0,0,44800,31710
184,0,1992-05-05,283220,176400,221900,133070,4060,3010,2450,0,54810,40320
185,207500,2016-01-11,248360,154630,191870,114170,0,0,12600,9450,43890,31010
186,215000,2019-06-06,211470,130900,159880,98840,0,0,12180,4200,39410,27860
187,92500,1999-08-31,180110,102410,138810,74550,0,0,1890,0,39410,27860
188,0,1991-12-10,178360,107380,138040,78820,2590,1820,0,0,37730,26740
189,166000,2018-11-05,181370,107240,142450,79520,0,0,1190,980,37730,26740
190,342500,2023-10-26,265860,185500,214830,145600,0,0,6930,8680,44100,31220
191,342500,2023-10-26,253400,153090,212170,123900,0,0,0,0,41230,29190
193,124000,2002-10-30,229110,127330,173460,90930,0,0,11270,5040,44380,31360
194,0,2021-07-12,190680,115990,144270,82880,0,0,7000,5250,39410,27860
195,104000,1993-05-28,193060,123270,138810,84490,0,0,9450,7070,44800,31710
196,275000,2024-11-05,194110,122360,139580,85050,0,0,9730,5600,44800,31710
197,0,1968-09-30,176470,116690,129220,83510,0,0,3500,2240,43750,30940
198,168000,2003-07-25,182070,121940,132160,86380,0,0,6160,4620,43750,30940
199,182500,2022-01-20,148190,79170,102340,48090,0,0,2100,140,43750,30940
200,134000,2016-05-23,193970,128030,141750,93450,2590,1820,5880,1820,43750,30940
201,215000,2017-10-12,224770,146580,159670,106050,2800,1960,13300,3920,49000,34650
202,210000,2018-11-26,294210,148960,251370,113330,0,0,0,0,42840,35630
203,46500,1997-01-30,197610,115920,142590,76720,0,0,5600,4200,49420,35000
204,245000,2006-05-30,189000,113960,149590,86100,0,0,0,0,39410,27860
205,245000,2006-05-30,11970,8820,0,0,0,0,8050,6020,3920,2800
206,130000,2009-06-10,2940,2100,0,0,0,0,0,0,2940,2100
207,0,2006-01-11,205520,125930,155540,90300,0,0,4900,3710,45080,31920
208,137500,2001-03-30,331870,205520,292460,177660,0,0,0,0,39410,27860
209,0,2023-05-18,290710,173460,247310,142590,0,0,3990,3010,39410,27860
210,87000,1998-06-26,207340,140280,164920,110180,0,0,3010,2240,39410,27860
211,210000,2008-11-20,190120,131390,150710,103530,0,0,0,0,39410,27860
212,95000,1993-11-08,183470,111020,143570,82460,0,0,4340,3360,35560,25200
213,126896,2017-05-15,183260,98070,144200,70210,0,0,3500,2660,35560,25200
214,305000,2022-09-13,232330,141050,190330,111230,0,0,6440,4620,35560,25200
215,134000,1991-03-26,198450,112280,163590,86030,0,0,0,1610,34860,24640
216,245000,2022-02-23,222390,134330,183820,106890,0,0,3010,2240,35560,25200
217,125000,2016-07-18,218470,139860,170170,106260,0,0,3710,2030,44590,31570
218,89500,2016-11-23,156240,103110,117110,75320,0,0,420,350,38710,27440
219,85000,2010-05-03,141470,85680,101150,57120,0,0,0,0,40320,28560
220,170000,2010-12-23,178010,118230,123340,78750,0,0,10920,8540,43750,30940
221,270000,2024-09-24,162960,90580,119560,60550,0,0,3850,2030,39550,28000
222,132000,2009-06-09,171850,106260,113960,62860,0,0,5110,4550,52780,38850
223,0,1981-10-15,226170,135380,173880,101150,0,0,9590,3990,42700,30240
224,80000,1996-09-16,196770,109410,149660,75950,0,0,3850,2870,43260,30590
225,290000,2005-09-30,329490,197960,282100,164430,0,0,0,0,47390,33530
226,240000,2023-08-15,149520,90510,110810,63070,0,0,0,0,38710,27440
227,2e+05,2022-07-19,143150,88200,102830,59640,0,0,0,0,40320,28560
228,0,2025-04-28,159390,96810,115920,65870,0,0,3920,2940,39550,28000
229,86000,1990-02-21,142240,89180,104300,62370,0,0,0,0,37940,26810
230,96500,2021-07-22,134400,81340,90160,50330,0,0,4690,3010,39550,28000
233,0,1983-01-21,206500,138740,166950,110740,0,0,0,0,39550,28000
234,0,1983-06-21,203910,138320,159600,106960,0,0,0,0,44310,31360
235,110000,2016-06-17,281890,166180,241570,137620,0,0,0,0,40320,28560
236,108000,2000-04-25,302960,190540,263550,162260,0,0,0,420,39410,27860
237,4e+05,2022-01-03,361200,225890,321790,198030,0,0,0,0,39410,27860
239,245000,2022-01-03,189770,118020,150360,90160,0,0,0,0,39410,27860
240,0,1997-06-20,181650,112630,142240,84770,0,0,0,0,39410,27860
241,180000,2013-08-27,328020,202720,284760,172130,0,0,0,0,43260,30590
242,122500,1993-06-01,264950,181230,205660,138810,2800,1960,8330,6370,48160,34090
243,211000,2007-05-03,201670,110040,151130,76720,0,0,8260,1610,42280,31710
244,90000,1991-07-22,170380,109760,124740,75600,0,0,4340,3220,41300,30940
245,450000,2016-04-05,5810,2100,0,0,0,0,2100,0,3710,2100
246,450000,2016-04-05,170660,96600,129360,65660,0,0,0,0,41300,30940
247,450000,2017-07-14,8470,4830,0,0,0,0,0,0,8470,4830
248,450000,2017-07-14,29680,16800,0,0,0,0,0,0,29680,16800
249,465000,2025-06-26,249970,152180,210420,124180,0,0,0,0,39550,28000
250,125000,2009-04-29,246260,149940,204680,120820,0,0,420,0,41160,29120
251,525000,2025-03-03,350980,212730,305480,180390,0,0,1190,980,44310,31360
252,319000,2021-06-16,348180,210630,305480,180390,0,0,0,0,42700,30240
253,0,1985-10-10,30450,27160,0,0,0,0,0,0,30450,27160
254,312000,2020-04-16,356090,203630,298200,171570,0,0,0,0,57890,32060
255,65000,1998-06-02,178500,107800,124950,77770,0,0,0,350,53550,29680
256,129000,2015-02-27,195790,121730,142240,92050,0,0,0,0,53550,29680
257,0,1978-10-13,204120,117390,150570,87710,0,0,0,0,53550,29680
258,195000,2011-09-19,205450,126140,151900,96460,0,0,0,0,53550,29680
259,80000,1995-02-03,209090,112840,152670,81200,2870,1960,0,0,53550,29680
260,232500,2007-05-17,195510,106680,141960,77000,0,0,0,0,53550,29680
261,190000,2021-01-27,189560,104440,136010,74760,0,0,0,0,53550,29680
262,133900,2003-04-10,199570,109410,146020,79730,0,0,0,0,53550,29680
263,107000,1991-08-30,186200,112840,133700,82250,0,0,0,0,52500,30590
264,180000,2004-08-02,173530,106960,123830,77910,0,0,0,0,49700,29050
265,175000,2020-11-19,175700,102060,127470,75320,0,0,0,0,48230,26740
266,140000,2017-05-16,191520,116270,142660,89530,0,0,630,0,48230,26740
267,94000,2000-11-14,152180,92960,103950,66220,0,0,0,0,48230,26740
268,0,1978-10-06,222810,129010,157360,97230,11900,2100,0,0,53550,29680
269,131000,2001-08-16,193550,116620,137200,84980,2800,1960,0,0,53550,29680
270,320000,2024-09-17,207690,126770,154140,97090,0,0,0,0,53550,29680
271,180000,2004-06-01,201320,118930,147770,89250,0,0,0,0,53550,29680
272,192000,2004-08-05,208670,127750,154070,97510,0,0,0,0,54600,30240
273,96500,2000-03-17,163240,100100,109690,70420,0,0,0,0,53550,29680
274,114000,2018-03-27,172620,104580,119070,74900,0,0,0,0,53550,29680
275,174000,2019-06-13,270060,151060,215460,120820,0,0,0,0,54600,30240
276,130000,1992-06-30,189980,112630,130060,78820,0,0,0,630,59920,33180
277,350000,2025-03-26,181510,118160,124950,86800,0,0,0,0,56560,31360
278,180000,2022-09-19,184520,112210,128590,81270,0,0,0,0,55930,30940
279,0,1987-05-04,194110,117180,132860,83300,0,0,0,0,61250,33880
280,0,1980-08-27,211750,128100,150220,93590,2940,2100,0,0,58590,32410
281,180000,2018-05-21,177240,106960,123690,77280,0,0,0,0,53550,29680
282,312000,2024-06-27,189630,109550,131110,76580,0,0,2590,2030,55930,30940
283,0,1992-02-06,179270,114310,127750,85400,0,0,0,350,51520,28560
284,193000,2020-10-20,165340,129430,111790,99750,0,0,0,0,53550,29680
285,296000,2024-02-28,195440,111090,141890,81410,0,0,0,0,53550,29680
286,185000,2023-06-28,111930,63560,107870,60340,4060,3220,0,0,0,0
287,55000,2013-12-10,112840,64260,108290,60550,4550,3710,0,0,0,0
288,76500,1994-08-08,112280,63700,108290,60550,3990,3150,0,0,0,0
289,120000,2004-03-31,112280,63910,107870,60340,4410,3570,0,0,0,0
290,0,1987-09-15,114240,65310,108290,60550,5950,4760,0,0,0,0
291,151000,2008-12-05,114240,65310,108290,60550,5950,4760,0,0,0,0
292,102000,2015-07-01,113260,64470,108290,60550,4970,3920,0,0,0,0
293,199900,2025-07-30,127120,73850,116200,64960,10920,8890,0,0,0,0
294,150000,2010-05-28,127120,73850,116200,64960,10920,8890,0,0,0,0
295,120000,2019-05-09,127120,75810,116200,66640,10920,9170,0,0,0,0
296,113000,2020-08-25,127120,75810,116200,66640,10920,9170,0,0,0,0
297,69001,2014-12-24,111930,63350,108290,60550,3640,2800,0,0,0,0
298,65000,1999-05-13,111930,63350,108290,60550,3640,2800,0,0,0,0
299,118557,2005-05-11,111580,63000,108290,60550,3290,2450,0,0,0,0
300,40750,2013-01-29,127120,73850,116200,64960,10920,8890,0,0,0,0
301,150000,2021-08-02,127120,73850,116200,64960,10920,8890,0,0,0,0
302,1e+05,2017-09-20,127120,73850,116200,64960,10920,8890,0,0,0,0
303,59000,2018-06-26,127120,73850,116200,64960,10920,8890,0,0,0,0
304,1e+05,2019-06-27,112280,63700,108290,60550,3990,3150,0,0,0,0
305,1e+05,2004-09-10,111720,63420,108290,60550,3430,2870,0,0,0,0
306,83000,2019-03-26,112280,63700,108290,60550,3990,3150,0,0,0,0
307,60000,1994-01-14,112280,63700,108290,60550,3990,3150,0,0,0,0
308,67000,1999-11-02,130410,75810,119280,66640,11130,9170,0,0,0,0
309,179000,2022-12-29,127120,73850,116200,64960,10920,8890,0,0,0,0
310,190000,2024-03-12,130410,73850,119280,64960,11130,8890,0,0,0,0
311,122500,2004-08-31,127120,73850,116200,64960,10920,8890,0,0,0,0
312,40020,2017-01-10,127120,73850,116200,64960,10920,8890,0,0,0,0
313,19967,2017-12-22,112700,63980,108290,60550,4410,3430,0,0,0,0
314,65301,2014-09-02,112280,63700,108290,60550,3990,3150,0,0,0,0
315,103500,2004-10-14,112350,63770,108290,60550,4060,3220,0,0,0,0
316,24000,2011-11-10,111720,63420,108290,60550,3430,2870,0,0,0,0
317,148000,2007-08-03,111720,63420,108290,60550,3430,2870,0,0,0,0
318,73000,2017-06-09,155120,95900,134960,79240,20160,16660,0,0,0,0
319,0,1997-09-15,122430,75460,108570,63700,13860,11760,0,0,0,0
320,85000,2002-12-13,145670,90510,125370,73640,20300,16870,0,0,0,0
321,0,2019-09-11,130620,80780,119070,69930,11550,10850,0,0,0,0
322,132500,2005-07-15,115920,70560,108080,63490,7840,7070,0,0,0,0
323,42500,2017-10-26,115920,70560,108080,63490,7840,7070,0,0,0,0
324,107000,2019-04-24,124180,75390,115920,68040,8260,7350,0,0,0,0
325,114900,2004-10-01,115920,70560,108080,63490,7840,7070,0,0,0,0
326,165000,2007-11-28,138250,85470,126490,74270,11760,11200,0,0,0,0
327,0,2005-09-30,146020,90790,125370,73640,20650,17150,0,0,0,0
328,137500,2020-10-16,131950,81340,116900,68530,15050,12810,0,0,0,0
329,185000,2024-12-03,122430,75460,108570,63700,13860,11760,0,0,0,0
330,85000,2017-02-24,122430,75460,108570,63700,13860,11760,0,0,0,0
331,85000,2012-07-09,121450,75040,105910,62230,15540,12810,0,0,0,0
332,69500,2001-10-01,116060,71400,103740,60900,12320,10500,0,0,0,0
333,45000,2001-04-30,120190,74130,105210,61810,14980,12320,0,0,0,0
334,0,2017-01-19,117530,72310,105210,61810,12320,10500,0,0,0,0
335,112900,1995-11-28,209860,128170,157360,97580,0,0,0,0,52500,30590
336,117000,1996-06-27,208880,130410,154490,97860,1890,1960,0,0,52500,30590
337,282000,2023-06-20,228620,145110,158340,103670,2940,2170,0,0,67340,39270
338,270000,2023-10-16,196770,114730,136710,83370,6300,0,0,0,53760,31360
339,114002,2018-07-16,181510,113680,124670,82180,0,0,0,0,56840,31500
340,0,1984-12-06,206710,132090,144970,97860,0,0,0,0,61740,34230
341,0,1979-08-31,200620,123970,144130,92750,0,0,1260,630,55230,30590
342,107000,2025-02-20,61250,33040,45920,17430,15330,15610,0,0,0,0
343,117500,2025-03-13,61250,33040,45920,17430,15330,15610,0,0,0,0
344,138000,2021-11-09,61250,22890,45920,12040,15330,10850,0,0,0,0
345,50000,2022-12-13,38780,22890,29050,12040,9730,10850,0,0,0,0
346,0,1989-03-10,68530,33040,51380,17430,17150,15610,0,0,0,0
347,75000,2017-11-01,73920,33040,51380,17430,22540,15610,0,0,0,0
348,142000,2021-11-09,61250,22890,45920,12040,15330,10850,0,0,0,0
349,47000,2018-07-26,68530,37170,51380,17430,17150,19740,0,0,0,0
350,80000,1999-09-22,68530,42770,51380,17430,17150,25340,0,0,0,0
351,48000,2019-05-15,68600,39550,51380,17430,17220,22120,0,0,0,0
352,70000,2019-09-27,61250,33040,45920,17430,15330,15610,0,0,0,0
353,17900,2017-07-28,61250,33040,45920,17430,15330,15610,0,0,0,0
354,143000,2021-11-09,61250,39550,45920,17430,15330,22120,0,0,0,0
355,77000,1999-07-26,70000,34300,51380,17430,18620,16870,0,0,0,0
356,73000,2018-09-21,68530,33040,51380,17430,17150,15610,0,0,0,0
357,55000,2018-01-17,70000,34300,51380,17430,18620,16870,0,0,0,0
358,175000,2024-03-26,68530,33040,51380,17430,17150,15610,0,0,0,0
359,144000,2001-10-04,235340,128170,176470,95270,2940,1960,0,0,55930,30940
360,160000,2018-08-31,188790,120400,135240,90370,0,0,0,350,53550,29680
361,151000,2006-02-06,186550,119280,133000,89600,0,0,0,0,53550,29680
362,216650,2020-04-03,205170,137900,151620,108220,0,0,0,0,53550,29680
363,90000,2001-07-31,183050,112420,129500,82390,0,0,0,350,53550,29680
364,165000,2014-04-15,197330,107800,143780,78120,0,0,0,0,53550,29680
365,193000,2010-08-09,194950,115710,141400,86030,0,0,0,0,53550,29680
366,133000,1991-08-16,201460,119910,147910,90230,0,0,0,0,53550,29680
367,103900,1995-01-23,265020,152600,203490,123480,8960,0,0,0,52570,29120
368,0,2005-08-26,191940,115920,138390,86240,0,0,0,0,53550,29680
369,255000,2023-09-06,207060,125370,144760,90860,0,0,0,0,62300,34510
370,240000,2021-12-23,182560,106190,141260,79730,2590,1820,0,0,38710,24640
371,179900,2004-07-02,171220,107730,129920,81270,2590,1820,0,0,38710,24640
