"pid","sale_price","sale_date","total_2024","total_2023","building_2024","building_2023","extra_2024","extra_2023","outb_2024","outb_2023","land_2024","land_2023"
4802,118000,2019-12-19,198240,100660,140000,66570,0,0,0,0,58240,34090
4803,215000,2018-11-07,231140,143640,172200,108990,0,0,700,560,58240,34090
4804,146500,2015-10-05,206780,126770,146020,91140,0,0,0,0,60760,35630
4805,156000,2015-12-14,208110,111720,147350,76090,0,0,0,0,60760,35630
4806,93000,2019-08-01,113890,61530,113540,61180,350,350,0,0,0,0
4807,180000,2021-07-01,138180,77490,133700,74130,4480,3360,0,0,0,0
4808,181000,2022-02-14,160510,88830,150430,81060,10080,7770,0,0,0,0
4809,216000,2022-07-29,142030,77490,137550,74130,4480,3360,0,0,0,0
4810,212000,2023-05-10,145670,77490,141050,74130,4620,3360,0,0,0,0
4811,172000,2009-01-23,142030,77490,137550,74130,4480,3360,0,0,0,0
4812,225000,2024-01-17,150500,77490,145810,74130,4690,3360,0,0,0,0
4813,189000,2008-05-16,142030,77490,137550,74130,4480,3360,0,0,0,0
4814,105000,2019-12-20,134960,73710,130690,70490,4270,3220,0,0,0,0
4815,119000,2002-05-02,161140,89320,150430,81060,10710,8260,0,0,0,0
4816,115000,1990-01-22,142030,77490,137550,74130,4480,3360,0,0,0,0
4817,94250,2012-11-09,113540,61180,113540,61180,0,0,0,0,0,0
4818,91500,2018-11-08,114380,61880,113540,61180,840,700,0,0,0,0
4819,165000,2023-12-22,117740,61880,116900,61180,840,700,0,0,0,0
4820,76000,1998-11-24,162540,90090,151830,81830,10710,8260,0,0,0,0
4821,165000,2023-12-14,117180,61880,116340,61180,840,700,0,0,0,0
4822,198000,2022-06-30,161140,89320,150430,81060,10710,8260,0,0,0,0
4823,44000,1996-11-12,119490,64750,118720,63980,770,770,0,0,0,0
4824,146000,2013-07-29,158970,88200,148260,79940,10710,8260,0,0,0,0
4825,0,1989-04-21,118720,63980,118720,63980,0,0,0,0,0,0
4826,127000,2002-08-14,161140,89320,150430,81060,10710,8260,0,0,0,0
4827,0,1989-06-19,119070,64330,118720,63980,350,350,0,0,0,0
4828,124000,2010-06-21,114380,61880,113540,61180,840,700,0,0,0,0
4829,177500,2021-09-24,140980,76930,136500,73570,4480,3360,0,0,0,0
4830,104000,2014-08-29,118720,63980,118720,63980,0,0,0,0,0,0
4831,125000,2021-07-09,114380,61880,113540,61180,840,700,0,0,0,0
4832,90750,2020-07-14,113890,61530,113540,61180,350,350,0,0,0,0
4833,95000,1991-04-05,114380,61880,113540,61180,840,700,0,0,0,0
4834,92000,2001-02-02,160510,88830,150430,81060,10080,7770,0,0,0,0
4835,127500,1991-07-25,161140,90580,150430,82110,10710,8470,0,0,0,0
4836,2e+05,2022-08-31,160370,89600,151550,82670,8820,6930,0,0,0,0
4837,275000,2025-07-17,161840,90580,151130,82110,10710,8470,0,0,0,0
4838,117000,2001-08-24,161140,90580,150430,82110,10710,8470,0,0,0,0
4839,154800,2002-08-29,161140,90580,150430,82110,10710,8470,0,0,0,0
4840,162000,2003-10-08,161140,90580,150430,82110,10710,8470,0,0,0,0
4841,95000,2016-11-28,161140,90580,150430,82110,10710,8470,0,0,0,0
4842,101270,2015-09-16,161070,90510,150430,82110,10640,8400,0,0,0,0
4843,123500,2002-01-04,161840,90930,151130,82460,10710,8470,0,0,0,0
4844,265000,2025-07-21,161070,90510,150430,82110,10640,8400,0,0,0,0
4845,78000,1999-01-21,161140,90580,150430,82110,10710,8470,0,0,0,0
4846,220000,2007-07-30,161140,90580,150430,82110,10710,8470,0,0,0,0
4847,92000,2013-06-19,118720,63980,118720,63980,0,0,0,0,0,0
4848,1e+05,2020-10-21,116690,63070,116340,62720,350,350,0,0,0,0
4849,1e+05,1991-02-01,140070,76440,135590,73080,4480,3360,0,0,0,0
4850,171000,2021-11-08,150780,85960,136850,74690,13930,11270,0,0,0,0
4851,92400,2016-09-01,142800,79520,136500,74480,6300,5040,0,0,0,0
4852,110000,1991-08-30,141610,78260,137550,75110,4060,3150,0,0,0,0
4853,116500,1991-08-30,139370,76090,135310,72940,4060,3150,0,0,0,0
4854,69900,1995-10-06,141610,78260,137550,75110,4060,3150,0,0,0,0
4855,212000,2023-04-14,141610,78260,137550,75110,4060,3150,0,0,0,0
4856,180000,2022-12-30,148540,91910,136850,74690,11690,17220,0,0,0,0
4857,170000,2021-09-01,141610,78260,137550,75110,4060,3150,0,0,0,0
4858,180000,2021-12-08,141610,78260,137550,75110,4060,3150,0,0,0,0
4859,270000,2025-08-12,166810,98280,141610,77210,25200,21070,0,0,0,0
4860,170000,2022-01-06,141610,78260,137550,75110,4060,3150,0,0,0,0
4861,174000,2006-10-04,142800,79520,136500,74480,6300,5040,0,0,0,0
4862,299000,2025-01-21,214830,123550,211890,121380,2940,2170,0,0,0,0
4863,245000,2006-01-31,232540,133350,229600,131180,2940,2170,0,0,0,0
4864,225000,2023-06-14,207760,110250,205730,108290,2030,1960,0,0,0,0
4865,162000,2021-11-16,211890,119210,211890,119210,0,0,0,0,0,0
4866,285000,2025-03-17,222180,115640,219240,113470,2940,2170,0,0,0,0
4867,174900,2020-11-13,189840,109480,186900,107310,2940,2170,0,0,0,0
4868,175000,2019-08-26,195790,105910,192640,103670,3150,2240,0,0,0,0
4869,315000,2025-03-10,214270,118650,211260,116410,3010,2240,0,0,0,0
4870,101900,1998-06-11,179270,104650,176330,102480,2940,2170,0,0,0,0
4871,204100,2024-03-20,212310,117670,209370,115500,2940,2170,0,0,0,0
4872,142500,2001-11-30,178920,104440,175980,102270,2940,2170,0,0,0,0
4873,174750,2019-09-09,217770,124950,214900,122850,2870,2100,0,0,0,0
4874,125000,2001-08-21,179270,104650,176330,102480,2940,2170,0,0,0,0
4875,240000,2005-04-06,217840,120680,214900,118510,2940,2170,0,0,0,0
4876,125900,2000-01-21,189560,105140,186620,102970,2940,2170,0,0,0,0
4877,325000,2024-06-13,216790,116830,213780,114660,3010,2170,0,0,0,0
4878,181500,2019-06-20,196840,107730,193690,105490,3150,2240,0,0,0,0
4879,245000,2022-04-25,195650,105910,192640,103740,3010,2170,0,0,0,0
4880,175900,2020-08-06,193130,107100,190190,104930,2940,2170,0,0,0,0
4881,128900,1999-09-29,201460,111650,198520,109480,2940,2170,0,0,0,0
4882,135000,2016-11-30,227010,125230,227010,125230,0,0,0,0,0,0
4883,170000,2016-07-28,218890,121310,215950,119140,2940,2170,0,0,0,0
4884,265000,2022-07-12,191310,106120,188370,103950,2940,2170,0,0,0,0
4885,235000,2021-08-26,191870,106400,188930,104230,2940,2170,0,0,0,0
4886,340000,2024-07-18,224700,122430,221690,120260,3010,2170,0,0,0,0
4887,60000,2015-02-26,164780,96250,164780,96250,0,0,0,0,0,0
4888,131400,2015-09-28,176820,103180,173880,101010,2940,2170,0,0,0,0
4889,131500,2000-04-04,199570,110110,199570,110110,0,0,0,0,0,0
4890,202000,2021-11-29,213500,122010,210560,119840,2940,2170,0,0,0,0
4891,170000,2009-07-09,187600,114940,120680,75740,0,0,0,0,66920,39200
4892,141000,1989-10-02,208670,121660,153790,89460,0,0,0,0,54880,32200
4893,419000,2025-06-30,239680,133490,169330,92190,3080,1890,0,0,67270,39410
4894,252000,2021-11-15,226800,142310,156450,100310,2660,1890,0,420,67690,39690
4895,218000,2013-04-02,246680,160510,162960,110040,2940,2240,5530,4130,75250,44100
4896,356000,2025-04-01,226240,137410,153790,94710,2870,1960,0,0,69580,40740
4897,210000,2018-02-16,202860,117110,144410,80920,0,0,700,560,57750,35630
4898,0,1977-05-06,386680,381220,0,0,0,0,0,0,386680,381220
4899,0,1973-06-28,8610,12670,0,0,0,0,0,0,8610,12670
4900,0,1995-06-23,59990,33880,0,0,0,0,0,0,59990,33880
4901,0,1947-06-11,187460,105840,0,0,0,0,0,0,187460,105840
4902,0,1940-11-18,11410,18340,0,0,0,0,0,0,11410,18340
4903,0,1995-02-14,6090,4200,0,0,0,0,0,0,6090,4200
4904,225000,2024-12-02,238070,154140,151760,93380,3430,2520,9380,7140,73500,51100
4905,333900,2004-12-10,335720,256970,253890,199010,2800,2030,630,490,78400,55440
4907,290000,2002-05-01,313180,215250,238560,163450,0,0,0,0,74620,51800
4908,259900,2004-10-26,234010,147420,166740,98280,3500,2520,0,0,63770,46620
4909,190000,2003-11-07,214130,140700,143150,91350,2590,1820,0,0,68390,47530
4910,1,1998-10-21,228180,153280,136080,86380,2590,1820,13370,12110,76140,52970
4911,1,1998-10-21,640,640,0,0,0,0,0,0,640,640
4912,0,1998-10-21,1240,1240,0,0,0,0,0,0,1240,1240
4913,110000,2000-01-20,273000,184380,203070,137620,2800,1960,3220,420,63910,44380
4914,365000,2022-12-14,269710,200060,199220,150500,1750,1820,0,0,68740,47740
4915,145000,1990-08-03,199500,140000,131530,92540,2660,1890,3710,2800,61600,42770
4916,206000,2006-05-25,216510,136360,159810,96950,2590,1820,0,0,54110,37590
4917,4e+05,1990-03-01,2039240,1858710,1648780,1525230,0,0,92050,68180,298410,265300
4918,33200,2011-09-19,257250,153860,186340,104650,3080,2100,0,0,67830,47110
4919,205000,2014-09-18,236740,158900,134820,83230,2590,1890,17290,12880,82040,60900
4920,345000,2020-07-07,298970,208250,216930,150920,10080,4620,1120,910,70840,51800
4921,0,1965-08-12,287350,179130,202650,121030,8540,6370,1750,0,74410,51730
4922,140000,2015-03-25,199920,126560,127610,77000,0,0,1050,0,71260,49560
4923,0,1985-01-23,253260,166180,183120,117880,0,0,700,0,69440,48300
4924,0,1976-12-06,89040,14350,0,0,0,0,0,0,89040,14350
4925,45500,1997-10-16,192150,132440,109830,74830,0,0,7700,5810,74620,51800
4926,130000,1998-10-16,222110,144200,143220,89180,2660,1890,0,0,76230,53130
4927,258000,2004-06-16,236950,155260,151900,95830,2800,1890,6930,5180,75320,52360
4928,215000,2019-06-24,217980,147630,135450,88830,2590,1960,840,630,79100,56210
4929,326500,2022-10-17,233940,152460,156240,98490,2730,1890,0,0,74970,52080
4930,286000,2007-08-06,279580,158410,189700,112840,0,0,24290,0,65590,45570
4931,230000,2020-03-11,5670,3920,0,0,0,0,0,0,5670,3920
4932,0,1984-04-18,888090,1036350,0,92680,0,1540,0,3430,888090,938700
4933,67500,2020-12-04,194250,132370,103390,64610,0,0,11060,9310,79800,58450
4934,70000,1996-05-01,194390,122990,107800,58660,0,0,0,0,86590,64330
4935,314000,2024-10-24,231770,175560,147210,113260,2240,1890,420,1190,81900,59220
4936,223000,2017-04-19,239750,166110,156170,103390,0,0,9030,10010,74550,52710
4937,450000,2007-01-16,351610,257040,269220,196910,3080,2240,0,0,79310,57890
4938,122000,1990-02-21,226240,149310,156590,100730,2730,1960,700,560,66220,46060
4939,0,2010-11-01,206920,133070,141330,87500,0,0,0,0,65590,45570
4940,303500,2023-10-06,213640,150850,145530,92750,0,0,840,11340,67270,46760
4941,0,2019-09-19,207970,137830,137760,88900,2590,1960,0,0,67620,46970
4942,0,1981-07-30,189420,124180,125160,79520,0,0,0,0,64260,44660
4943,125000,1993-03-15,230020,143290,151060,93730,11130,1960,0,490,67830,47110
4944,0,2020-03-23,293510,190750,218330,140070,2870,1960,2660,350,69650,48370
4945,110000,1999-08-02,246960,162190,178150,114800,0,0,630,0,68180,47390
4946,295000,2023-03-17,213500,139230,143850,90790,0,0,910,700,68740,47740
4947,228000,2016-07-01,252770,164500,179340,113190,2800,1960,2450,1960,68180,47390
4948,338000,2023-08-16,220780,143360,152040,95620,0,0,0,0,68740,47740
4949,162000,2000-04-26,214130,140350,143360,91140,2730,1960,0,0,68040,47250
4950,130000,1991-06-04,227360,150290,154210,99120,2730,1960,4830,3640,65590,45570
4951,250000,2019-10-31,311150,252420,192010,161420,4970,4270,35070,30520,79100,56210
4952,250000,2005-04-01,211190,142660,142310,94640,2660,1960,0,0,66220,46060
4953,306000,2021-10-12,225470,143990,157080,96460,2800,1960,0,0,65590,45570
4954,0,2017-07-18,231140,146580,164920,100520,0,0,0,0,66220,46060
4955,194050,2013-11-07,262710,178710,190540,128450,2730,1960,0,0,69440,48300
4956,120000,1998-09-25,242690,163520,160930,102690,14000,11130,0,0,67760,49700
4957,160000,2002-12-06,217070,139650,147070,88550,2800,1960,0,0,67200,49140
4958,285000,2021-09-01,240310,163310,171780,113190,2730,1960,0,0,65800,48160
4959,320000,2021-07-29,263760,161840,196140,112840,3150,1890,0,0,64470,47110
4960,280000,2020-07-21,269290,188020,191660,133070,2730,2030,8960,7140,65940,45780
4961,138000,1996-12-20,252700,166950,178430,114870,5740,4410,0,0,68530,47670
4962,0,1976-08-12,271250,181370,186200,119560,2730,1890,15050,13160,67270,46760
4963,290000,2022-03-01,225260,146720,155610,97650,2730,1960,0,630,66920,46480
4964,168500,2001-07-31,237090,156660,167790,108430,2730,1960,0,0,66570,46270
4965,362000,2023-01-10,273770,188720,204890,138600,2940,4340,0,0,65940,45780
4966,125000,1998-06-12,231840,145320,154350,90580,2800,1890,0,0,74690,52850
4967,140000,2018-07-06,232120,143010,160930,95130,2800,1890,2240,0,66150,45990
4968,0,1989-07-26,222880,143710,155470,96880,0,0,0,0,67410,46830
4969,0,1997-09-10,270620,186270,199290,136290,5740,4410,0,0,65590,45570
4970,0,1969-01-21,212170,139930,143990,92470,2590,1890,0,0,65590,45570
4971,430000,2023-09-18,276990,172550,199500,122570,2800,1890,9100,2520,65590,45570
4972,2e+05,2003-09-26,234710,153790,166530,106330,2590,1890,0,0,65590,45570
4973,330000,2005-10-17,295820,196420,218680,142800,5460,3850,0,0,71680,49770
4974,421000,2024-04-01,260750,185710,190260,136640,3220,2310,0,0,67270,46760
4975,417000,2025-05-16,244930,140280,174510,91630,3150,1890,0,0,67270,46760
4976,208000,2013-03-07,271250,173880,197330,122080,2730,1960,3010,2450,68180,47390
4977,2e+05,2020-02-10,235270,149030,164500,99680,2590,1960,0,0,68180,47390
4978,267000,2024-12-18,201950,178710,129570,127400,3990,3920,210,0,68180,47390
4979,345000,2025-03-24,224420,147630,146580,93450,2730,1960,0,0,75110,52220
4980,128000,2019-11-15,261240,178360,162260,107100,2730,1960,19320,15470,76930,53830
4981,0,1960-09-19,247100,159880,179480,111230,2730,3220,5880,4410,59010,41020
4982,126000,1996-01-05,234990,153720,164360,106190,5040,1960,0,0,65590,45570
4983,0,2012-03-26,259210,155050,193620,109480,0,0,0,0,65590,45570
4984,192000,2017-08-28,236950,148610,162540,96880,2730,1960,0,0,71680,49770
4985,425000,2024-02-15,285250,175350,216370,127610,2940,1960,0,0,65940,45780
4986,405000,2024-05-14,272510,148260,202020,99610,3220,1890,0,0,67270,46760
4987,250000,2019-03-12,245980,170030,180390,120330,0,0,0,4130,65590,45570
4988,270000,2020-10-09,224210,173810,155750,125790,2870,2030,0,420,65590,45570
4989,209900,2017-07-03,239120,159530,169470,111090,2730,1960,0,0,66920,46480
4990,225000,2015-08-04,232050,154140,151340,97160,2590,1890,0,0,78120,55090
4991,465000,2020-10-19,417690,363580,283990,260050,4270,5880,22610,11200,106820,86450
4992,166000,1990-11-30,239680,164010,168630,114240,3430,2800,0,0,67620,46970
4993,262000,2021-12-29,248150,160790,177380,111440,3640,2730,0,0,67130,46620
4994,0,1982-10-01,280070,185290,206920,134330,2800,1960,1050,840,69300,48160
4995,266000,2017-02-01,285180,181370,214200,132020,2800,1960,0,0,68180,47390
4996,155000,1998-08-31,298060,190470,224770,138810,2870,2030,6860,5460,63560,44170
4997,225000,2014-09-22,91140,162540,22750,113330,350,1960,0,0,68040,47250
4998,376000,2006-09-21,288190,193270,217490,144130,2940,2100,0,0,67760,47040
4999,360000,2024-02-15,275450,173250,201460,121520,3080,2450,0,0,70910,49280
5000,1,2000-06-16,260330,121100,185290,68950,2800,1960,0,0,72240,50190
5001,246000,2017-06-08,288680,186830,211680,132020,2800,2030,490,1610,73710,51170
5002,4e+05,2024-10-08,275170,189000,208110,142380,2800,1960,0,0,64260,44660
5003,135000,1990-10-01,221760,133910,161840,100730,0,0,0,0,59920,33180
5004,109200,1999-07-20,213360,132300,154770,99890,0,0,0,0,58590,32410
5005,225000,2007-05-21,188510,113400,128870,80570,0,0,420,0,59220,32830
5006,121000,1992-08-17,197680,118860,134330,83650,0,0,700,560,62650,34650
5007,123000,2015-06-15,203700,124950,139160,89320,0,0,1890,980,62650,34650
5008,122000,2012-12-03,208390,121100,133420,78820,0,0,5740,3920,69230,38360
5009,220000,2019-02-22,221760,127400,150220,86800,2800,1820,3360,2520,65380,36260
5010,135000,2002-05-01,197470,122850,135520,88550,0,0,0,0,61950,34300
5011,315000,2025-01-29,224630,138180,158900,101780,0,0,0,0,65730,36400
5012,0,2015-12-03,246050,152530,164360,111440,11060,1960,0,0,70630,39130
5013,150000,2005-03-11,198870,116620,137410,82600,0,0,0,0,61460,34020
5014,0,2025-04-07,230440,138180,170870,105000,0,0,770,630,58800,32550
5015,98000,1998-06-01,206150,127960,147280,95200,0,0,700,560,58170,32200
5016,92000,1996-05-02,211960,146230,152460,113260,0,0,0,0,59500,32970
5017,0,1979-03-27,182910,107590,124390,75180,0,0,0,0,58520,32410
5018,203000,2008-10-15,199430,121520,131040,81830,0,0,9240,6930,59150,32760
5019,130000,1991-07-30,204190,124880,141680,89880,2590,1820,0,0,59920,33180
5020,264000,2023-11-13,200550,116410,137340,80990,2660,1890,0,0,60550,33530
5021,190550,2019-07-15,234150,140630,172900,106540,0,0,700,560,60550,33530
5022,170000,2017-06-14,247030,152670,178360,113260,0,0,7070,5320,61600,34090
5023,0,1984-12-19,218890,133140,160300,100730,0,0,0,0,58590,32410
5024,165000,2006-02-21,220640,133980,158690,99680,0,0,0,0,61950,34300
5025,120000,2017-03-27,234850,134750,172900,100450,0,0,0,0,61950,34300
5026,219000,2006-05-22,219940,130130,160090,96740,0,0,630,560,59220,32830
5027,15000,2018-03-01,234430,147140,170730,111860,0,0,0,0,63700,35280
5028,201000,2005-06-30,223160,134050,159810,98910,0,0,0,70,63350,35070
5029,288400,2021-06-22,239400,154980,162260,110670,2660,1960,5600,4200,68880,38150
5030,2e+05,2008-10-17,248150,144970,178990,104720,8610,6650,0,70,60550,33530
5031,0,NA,6650,3710,0,0,0,0,0,0,6650,3710
5032,90000,2014-09-09,235130,144620,157780,101150,0,0,0,0,77350,43470
5033,165000,2003-08-06,223090,136010,152670,96460,3080,2240,0,0,67340,37310
5034,209000,2021-07-12,201740,119630,134960,82600,0,0,0,0,66780,37030
5035,42500,1992-05-05,383390,232610,295260,188160,9520,0,910,700,77700,43750
5036,340000,2006-02-03,273140,172200,195720,127960,3150,2240,0,0,74270,42000
5037,0,2021-10-22,243600,161770,116620,80570,2520,1960,23660,16730,100800,62510
5038,0,2021-05-11,233940,141260,159250,99470,2660,1890,0,0,72030,39900
5040,148000,1992-07-01,234430,144340,160370,102900,2800,1960,0,0,71260,39480
5041,127539,2010-09-23,276010,165550,181020,109760,2800,1820,9240,6930,82950,47040
5042,135000,2014-11-24,862330,413280,165620,110670,16800,16800,569310,213430,110600,72380
5043,150000,2003-08-05,239400,150220,143920,93590,2590,1960,8050,6020,84840,48650
5044,320000,2022-03-17,299950,191100,205520,135590,2800,1960,8050,6020,83580,47530
5045,157500,2016-07-14,205030,130480,120120,81620,2520,1890,6720,5040,75670,41930
5046,93000,1995-06-22,187950,118930,124950,84070,0,0,0,0,63000,34860
5047,227000,2001-12-13,282380,186200,180950,123550,3010,2170,0,0,98420,60480
5048,145000,2003-07-15,262920,167580,182210,122430,2730,1960,0,0,77980,43190
5049,350000,2025-04-21,222110,141890,152180,93240,2730,1890,1260,980,65940,45780
5050,0,1989-03-22,216790,142310,148470,94780,2730,1960,0,0,65590,45570
5051,269900,2023-01-18,219450,141330,150780,93590,2730,1960,0,0,65940,45780
5052,220000,2018-01-30,244230,163240,161700,103880,2730,1960,13580,11340,66220,46060
5053,195000,2019-10-07,260190,174020,178570,116410,8050,6020,7980,6020,65590,45570
5054,148000,2018-10-17,207130,129360,138740,81830,2800,1960,0,0,65590,45570
5055,237000,2003-09-05,244580,162470,169610,110250,2590,1890,0,0,72380,50330
5056,298000,2006-08-21,216790,150570,148680,103110,2520,1890,0,0,65590,45570
5057,109500,1993-01-27,259420,164710,193830,119140,0,0,0,0,65590,45570
5058,183000,2002-04-18,232470,159180,162610,110600,2730,1960,0,0,67130,46620
5059,2e+05,2018-09-05,219030,144340,150710,96810,2730,1960,0,0,65590,45570
5060,138750,2000-06-30,225610,153440,160580,108220,2730,1960,0,0,62300,43260
5061,277400,2022-07-06,202370,132230,140070,89320,2660,1890,630,0,59010,41020
5062,0,2007-10-04,247310,158340,172340,110670,9450,2030,840,700,64680,44940
5063,0,2018-04-18,266420,170590,165760,110110,2730,1960,12600,9450,85330,49070
5064,0,1953-12-21,5880,3220,0,0,0,0,0,0,5880,3220
5065,212000,2020-08-18,235270,145460,172620,110810,0,0,0,0,62650,34650
5066,159000,2001-12-21,217210,143500,152530,106890,1680,1750,0,0,63000,34860
5067,240000,2021-02-03,227080,132720,165830,101360,4690,0,0,0,56560,31360
5068,160000,2018-12-24,198100,118020,140140,86310,0,0,700,0,57260,31710
5069,0,2014-02-13,198030,119840,138810,87010,0,0,0,0,59220,32830
5070,109590,2018-10-24,215250,129080,147490,91070,2730,1960,0,0,65030,36050
5071,65100,2016-12-30,198450,119910,139230,87080,0,0,0,0,59220,32830
5072,83000,1996-12-05,188720,112210,133490,81620,0,0,0,0,55230,30590
5073,150000,2006-02-17,191520,117880,127610,82810,0,0,6020,3010,57890,32060
5074,71000,2015-12-30,234220,148610,167300,102130,2660,1820,0,0,64260,44660
5075,198000,2012-09-24,250180,169330,160300,101360,0,0,0,0,89880,67970
5076,0,1991-09-25,5530,3850,0,0,0,0,0,0,5530,3850
5077,195000,2019-06-12,223510,145460,156030,98560,0,0,0,0,67480,46900
5078,0,2016-12-07,201740,132440,125650,78050,2730,1890,10780,8960,62580,43540
5079,0,1992-01-15,222880,144480,157010,96390,2590,1820,0,0,63280,46270
5080,0,1966-08-05,213710,138320,145460,90860,2660,1890,0,0,65590,45570
5081,270000,2020-12-01,213850,168560,160090,119000,3150,2240,0,420,50610,46900
5082,130000,2015-01-08,251370,161560,163240,98980,0,0,25830,19320,62300,43260
5083,210000,2016-08-23,230790,153580,155680,100100,2660,1890,12040,9660,60410,41930
5084,137000,2001-05-30,197610,131110,130760,84560,2590,1890,0,0,64260,44660
5085,117241,2016-03-07,202300,130200,133980,82740,2730,1890,0,0,65590,45570
5086,316000,2023-12-29,206850,123690,140070,77490,2870,1820,0,0,63910,44380
5087,297500,2022-06-23,213430,137550,146580,91070,2940,1890,0,210,63910,44380
5088,0,2010-06-17,195370,127750,131810,83230,2660,1890,0,350,60900,42280
5089,128000,2001-02-20,202230,129710,134330,82460,2660,1890,0,0,65240,45360
5090,298000,2020-06-04,293860,206290,215110,150570,2730,2030,8400,6720,67620,46970
5091,0,2010-04-29,248990,158480,183260,112700,2800,2030,0,0,62930,43750
5092,250000,2025-08-12,231420,153440,157430,102200,2660,1960,420,0,70910,49280
5093,290000,2017-03-13,347970,242060,252980,174790,2730,2030,20230,15190,72030,50050
5094,4e+05,2024-05-03,265090,169960,191800,119000,2730,1890,0,0,70560,49070
5095,0,1971-11-01,213150,158690,159040,108990,3220,2590,0,0,50890,47110
5096,195000,2021-07-07,175280,106540,112980,72030,0,0,0,0,62300,34510
5097,219900,2022-07-27,226450,138040,166530,104510,0,0,0,350,59920,33180
5098,10,2016-10-05,225260,127260,160930,92960,0,0,2380,0,61950,34300
5099,125000,2018-11-09,193130,118300,129150,82460,2730,1960,0,0,61250,33880
5100,27500,2001-12-11,197750,127470,139440,95060,0,0,420,350,57890,32060
5101,0,1979-08-15,184590,120820,124670,87220,0,0,0,420,59920,33180
5102,85000,2016-10-31,201390,133210,140840,92540,0,0,0,7140,60550,33530
5103,179900,2017-05-16,203000,113050,140700,78120,0,0,0,420,62300,34510
5104,189000,2017-08-07,226870,118510,164570,84000,0,0,0,0,62300,34510
5105,315000,2022-11-15,255430,155330,190750,119280,0,0,1680,1190,63000,34860
5106,120000,1999-11-05,229250,136150,155120,94710,0,0,0,350,74130,41090
5107,0,2000-04-22,193130,120540,135870,88830,0,0,0,0,57260,31710
5108,128500,2002-07-29,189560,107730,128310,73850,0,0,0,0,61250,33880
5109,175000,2012-03-26,187670,112910,125370,78400,0,0,0,0,62300,34510
5110,120000,1992-03-31,196420,119000,135170,85120,0,0,0,0,61250,33880
5111,160000,2018-08-20,189840,117810,128590,83930,0,0,0,0,61250,33880
5112,88500,1999-04-21,223650,142170,160790,107030,0,0,1610,1260,61250,33880
5113,0,2024-02-05,254940,161000,193690,127120,0,0,0,0,61250,33880
5114,195000,2020-12-11,208250,130830,147000,94640,0,2310,0,0,61250,33880
5115,1e+05,2011-05-04,187530,111510,122500,75110,0,0,0,350,65030,36050
5116,134900,2015-07-24,234990,142030,175070,108850,0,0,0,0,59920,33180
5117,85000,2017-11-08,196490,121380,129710,84350,0,0,0,0,66780,37030
5118,279900,2024-03-12,184590,111650,129990,81410,0,0,0,0,54600,30240
5119,210000,2021-12-17,198380,118790,131180,80850,2660,1890,8610,5110,55930,30940
5120,370000,2024-12-27,225330,108920,168770,77560,0,0,0,0,56560,31360
5121,315000,2025-05-21,198800,115710,135450,80640,0,0,0,0,63350,35070
5122,185000,2006-10-26,202440,119910,138460,84490,0,0,0,0,63980,35420
5123,150000,2004-02-27,212380,118930,145250,80710,0,0,5530,4130,61600,34090
5124,250000,2022-08-03,194320,109830,129360,73220,0,0,3360,2520,61600,34090
5125,330000,2023-11-01,203210,118370,136710,81340,0,0,7280,4200,59220,32830
5126,1,1999-08-05,232540,148540,166110,109900,2940,2380,5600,4200,57890,32060
5127,152000,2016-03-09,211120,124740,153790,93380,0,0,770,0,56560,31360
5128,117000,2001-01-31,185920,118720,128660,87010,0,0,0,0,57260,31710
5129,0,2006-09-12,191030,117110,132510,85050,0,0,630,0,57890,32060
5130,180000,2020-05-11,213570,125300,157010,93590,0,0,0,350,56560,31360
5131,189000,2018-10-11,194250,120260,135240,87850,0,0,420,0,58590,32410
5132,195000,2018-07-09,193410,112420,134820,80010,0,0,0,0,58590,32410
5133,90000,1996-12-11,181230,99260,126000,68670,0,0,0,0,55230,30590
5134,236000,2022-04-12,175840,106400,115500,72660,0,0,1120,910,59220,32830
5135,150000,2014-09-26,184730,116480,127050,84770,0,0,420,0,57260,31710
5136,73000,1997-10-30,215670,130690,137900,85050,0,0,14770,10780,63000,34860
5137,220000,2023-09-20,191380,115780,133490,83720,0,0,0,0,57890,32060
5138,170000,2019-02-15,196070,118370,131320,81340,0,0,6160,4620,58590,32410
5139,124900,2001-02-01,188930,117460,130340,84700,0,0,0,350,58590,32410
5140,109000,2016-07-21,171080,107450,112490,74690,0,0,0,350,58590,32410
5141,70253,2013-03-25,189140,130550,126840,95340,0,0,3710,2800,58590,32410
5142,0,1988-09-09,186480,115080,127330,82250,0,0,560,420,58590,32410
5143,170500,2018-09-05,203700,119630,145110,87220,0,0,0,0,58590,32410
5144,78000,1998-06-29,187110,114030,125510,80500,0,0,1050,0,60550,33530
5145,135000,2000-07-28,220430,126490,153930,91770,2800,1890,4480,0,59220,32830
5146,77000,1996-10-07,178570,105840,119350,73010,0,0,0,0,59220,32830
5147,104000,2000-11-01,182770,110460,123550,77630,0,0,0,0,59220,32830
5148,115000,2000-03-30,209300,123340,150080,90510,0,0,0,0,59220,32830
5149,120000,2003-11-10,172480,114100,113890,81690,0,0,0,0,58590,32410
5150,0,2025-06-13,184170,119350,125510,87080,0,0,1400,560,57260,31710
5151,220000,2007-04-16,195580,120610,132860,85470,0,0,5460,3430,57260,31710
5152,190000,2020-08-04,199920,126420,142660,94710,0,0,0,0,57260,31710
